,0,1,2,3,4,5
0,0.0,3.68,4.16,4.23,5.71,40.45
1,3.09,0.0,2.08,3.26,6.05,40.61
2,3.57,2.08,0.0,1.83,5.57,41.85
3,3.67,3.22,1.79,0.0,5.08,43.63
4,4.82,5.72,5.22,4.8,0.0,45.68
5,39.04,40.56,40.84,42.63,46.0,0.0
