Index,init_distance,duration,안전센터/소방서이름
0,1.8702999999999999,3.3916666666666666,대전-문화-119 안전센터
1,2.5092,3.9766666666666666,대전-산성-119 안전센터
2,3.0625999999999998,4.678333333333333,대전-원동-119 안전센터
3,3.9471,5.5649999999999995,대전-태평-119 안전센터
4,4.4105,5.955,대전-부사-119 안전센터
5,4.8102,6.635000000000001,서부소방서
6,4.8164,6.715,대전-복수-119 안전센터
7,5.5596000000000005,7.2733333333333325,대전-삼성-119 안전센터
8,6.1778,7.785,동부소방서
9,7.0075,8.776666666666667,대전-가양-119 안전센터
10,6.6981,8.785,대전-용운-119 안전센터
11,6.9636000000000005,8.833333333333334,대전-탄방-119 안전센터
12,7.214600000000001,8.879999999999999,대전-가수원-119 안전센터
13,8.3974,9.541666666666666,대전-산내-119 안전센터
14,7.462,9.565,둔산소방서
15,7.463100000000001,9.568333333333333,대전-갈마-119 안전센터
16,7.7375,10.681666666666667,대전-둔산-119 안전센터
17,8.723799999999999,11.08,대전-월평-119 안전센터
18,9.3699,11.366666666666667,대전-송촌-119 안전센터
19,9.6678,11.698333333333332,대전-법동-119 안전센터
20,9.7071,11.726666666666667,대덕소방서
21,9.4951,12.095,대전-대화-119 안전센터
22,10.5009,12.388333333333332,대전-원내-119 안전센터
23,12.0342,14.268333333333334,대전-구암-119 안전센터
24,11.8765,14.575,유성소방서
25,11.8836,14.583333333333334,대전-도룡-119 안전센터
26,11.1809,14.67,대전-궁동-119 안전센터
27,13.3224,16.125,대전-노은-119 안전센터
28,12.952399999999999,16.785,대전-전민-119 안전센터
29,20.736,19.705,금산소방서-추부-119 안전센터
