,0,1,2,3,4,5
0,0.0,2.29,3.78,16.82,2.61,40.24
1,2.3,0.0,1.83,18.61,4.13,41.85
2,3.79,1.79,0.0,18.84,5.5,43.63
3,16.81,18.56,18.81,0.0,18.24,50.77
4,2.61,4.13,5.54,17.59,0.0,37.8
5,39.25,40.84,42.63,49.96,36.82,0.0
